url,company,name,city,jd_raw,salary,company_size,duration,academic,publish_time,deadline,collect_time,source,recruit_type,raw_tags,external_job_id,update_time,publish_time_source,deadline_source,sync_status
https://join.qq.com/post.html?query=p_1&postId=1200791473415778304,腾讯,软件开发-后台开发方向,深圳总部 北京 上海 广州 成都 杭州,"负责实现和优化公司的产品功能，以及构建和维护关键服务与基础设施。 1、深入理解业务需求和产品设计，高效地实现并优化产品功能； 2、持续优化架构，提升关键服务和基础设施的稳定性与可用性； 3、通过引入新的工具和流程，提升团队的开发效率和代码质量； 4、通过与产品和前端工程师的紧密合作，共同推进产品的迭代与优化； 5、对线上问题进行快速定位并解决，对服务性能进行监控与优化； 6、参与新技术的研究和探索，为团队的技术进步和产品创新提供支持。 岗位要求：必须具备的： 1、扎实的编程能力； 2、熟练掌握C/C++/Java/Go等其中一门开发语言； TCP/UDP网络协议及相关编程、进程间通讯编程； 专业软件知识，包括算法、操作系统、软件工程、设计模式、数据结构、数据库系统、网络安全等。 有一定了解的： 1、Python、Shell、Perl等脚本语言； 2、MySQL及SQL语言、编程； 3、NoSQL, Key-value存储原理。",,,,,2026-03-19 15:56:26,未知截止时间,2026-03-19 15:56:26,official_tencent_api,应届实习,应届实习 应届实习 2,1200791473415778304,,official_update_proxy,unknown,
https://join.qq.com/post.html?query=p_1&postId=1226892322953111554,腾讯,软件开发-后台开发（青云计划）,深圳总部 北京 上海,"负责实现和优化公司的产品功能，以及构建和维护关键服务与基础设施。 1、深入理解业务需求和产品设计，高效地实现并优化产品功能； 2、持续优化架构，提升关键服务和基础设施的稳定性与可用性； 3、通过引入新的工具和流程，提升团队的开发效率和代码质量； 4、通过与产品和前端工程师的紧密合作，共同推进产品的迭代与优化； 5、对线上问题进行快速定位并解决，对服务性能进行监控与优化； 6、参与新技术的研究和探索，为团队的技术进步和产品创新提供支持。 岗位要求：必须具备的： 1、扎实的编程能力； 2、熟练掌握C/C++/Java/Go等其中一门开发语言； TCP/UDP网络协议及相关编程、进程间通讯编程； 专业软件知识，包括算法、操作系统、软件工程、设计模式、数据结构、数据库系统、网络安全等。 有一定了解的： 1、Python、Shell、Perl等脚本语言； 2、MySQL及SQL语言、编程； 3、NoSQL, Key-value存储原理。",,,,,2026-03-19 15:56:26,未知截止时间,2026-03-19 15:56:26,official_tencent_api,应届实习,应届实习 应届实习 2,1226892322953111554,,official_update_proxy,unknown,
https://join.qq.com/post.html?query=p_1&postId=1199423750186201088,腾讯,技术研究-多模态方向,深圳总部 北京 上海 广州 成都 合肥,作为计算机多模态方向的研究工程师，你可以： 1、研究和开发多模态处理算法和模型的研究与开发，包括但不限于：图像、视频、3D生成、声学信号的理解与生成、多模态信息和文本信息的对齐和整合； 2、设计和优化现有算法，提高性能和准确性，确保高质量的用户体验； 3、深入调研和关注多模态/NLP/CV等方向的前沿技术，及时将新技术应用到产品中。 岗位要求：1、包含但不限于计算机、信息工程、模式识别、人工智能、自动化、软件工程、电子工程、统计学、应用数学、物理学/量子计算、信息安全、信号与信息处理等专业的博士和优秀硕士； 2、熟练掌握计算机视觉和图像处理相关的基本算法及应用，熟悉caffe、tensorflow，pytorch等至少一个深度学习框架； 3、较强的工程实现能力，熟练掌握 C/C++ 编程，熟悉 Shell/Python/Matlab 至少一种编程语言。,,,,,2026-03-19 15:56:27,未知截止时间,2026-03-19 15:56:27,official_tencent_api,应届实习,应届实习 应届实习 2,1199423750186201088,,official_update_proxy,unknown,
https://join.qq.com/post.html?query=p_1&postId=1200889496565214208,腾讯,技术研究-自然语言处理方向,深圳总部 北京 上海 广州 成都,作为自然语言处理方向的研究工程师，你可以： 1、负责自然语言处理的算法研发，包括但不限于语义分析、意图识别、人机对话、语义挖掘、机器翻译、知识图谱、命名实体识别等； 2、负责对话系统，尤其是任务导向型对话系统的技术研究，包括自然语言理解、对话状态跟踪、对话策略学习、自然语言生成、encoder-decoder模型等； 3、负责知识图谱相关关键技术研究，解决知识图谱和自然语言深层次表示、理解与计算问题； 4、负责NLP前沿问题的研究，结合未来实际应用场景，提供技术解决方案。 岗位要求：1、包含但不限于计算机、信息工程、模式识别、人工智能、自动化、软件工程、电子工程、统计学、应用数学、物理学/量子计算、信息安全、信号与信息处理等专业的博士和优秀硕士； 2、熟练掌握NLP基础理论和算法，在一个或多个领域（如对话系统、文本分类、语义理解、知识图谱构建、篇章理解、情感分析、自然语言生成等）能够独立开展研发工作； 3、熟悉至少一种编程语言，包括但不限于java、C/C++、C#、python等； 4、熟练使用一种或几种深度学习框架（如tensorflow、caffe、mxnet、pytorch等）。,,,,,2026-03-19 15:56:28,未知截止时间,2026-03-19 15:56:28,official_tencent_api,应届实习,应届实习 应届实习 2,1200889496565214208,,official_update_proxy,unknown,
https://join.qq.com/post.html?query=p_1&postId=1200889496565214210,腾讯,技术研究-高性能计算方向,深圳总部 北京 上海 广州 成都 合肥,包含GPU、网络、大模型框架等细分方向。 1、针对业务需求，解决算力瓶颈、通信延迟、分布式系统扩展性等问题； 2、协同算法、硬件及运维团队，构建高效、稳定的计算基础设施。 1）GPU方向：研究GPU集群的调度策略，优化资源利用率。探索混合精度计算、模型量化等GPU加速技术； 2）网络方向：设计低延迟、高吞吐的分布式网络架构（如InfiniBand/RoCE/DPU）。优化MPI、NCCL等通信库性能，解决大规模集群中的网络拥塞问题； 3）大模型工程框架方向：开发或优化大模型训练框架（如PyTorch/TensorFlow/DeepSpeed/Megatron-LM），设计分布式训练策略（模型并行、流水线并行、混合并行），提升千亿级参数模型的训练效率。研究训练加速技术（梯度压缩、显存优化、动态计算图调度）。 岗位要求：1、扎实的计算机体系结构基础，熟悉并行计算、数据密集型系统设计； 2、良好的数学基础（线性代数、数值分析、算法复杂度优化）。,,,,,2026-03-19 15:56:28,未知截止时间,2026-03-19 15:56:28,official_tencent_api,应届实习,应届实习 应届实习 2,1200889496565214210,,official_update_proxy,unknown,
https://join.qq.com/post.html?query=p_1&postId=1153452731391100928,腾讯,解决方案-行业咨询方向,深圳总部 北京 上海,1、学习和理解技术、产品及应用场景，挖掘和引导客户需求，结合腾讯平台能力为客户提供解决方案； 2、深度参与产品架构设计、售前咨询、项目交付、售后服务其中一个或多个环节，保障解决方案落地，解决客户问题，助力客户成功； 3、学习解决方案的最佳实践，并通过实战经验的积累，沉淀面向企业数字化转型的通用方案能力与优势； 4、保持市场洞察，感知行业动态，不断提升公司产品和解决方案的行业竞争力。 岗位要求：1、理工科专业，熟悉云计算、大数据、人工智能等技术优先； 2、具有出色的书面和口头沟通能力、人际沟通能力，富有创造性、灵活性及自信心； 3、具备快速学习能力，能够快速获取、整理及分析信息，逻辑性强，具有良好的商业意识和客户服务意识； 4、目标感强，自我驱动，以结果为导向，能接受出差。,,,,,2026-03-19 15:56:29,未知截止时间,2026-03-19 15:56:29,official_tencent_api,应届实习,应届实习 应届实习 2,1153452731391100928,,official_update_proxy,unknown,
https://join.qq.com/post.html?query=p_1&postId=1153452731391100929,腾讯,CSIG技术产品商务培训生,青岛 深圳总部 郑州 北京 上海 广州 成都 武汉 杭州 南京 中国香港 西安 贵阳 重庆 长沙 厦门,加入“技术产品商务培训生”人才专项，你将成为腾讯产业互联网团队重要的一员，面向国内外各机构、企业组织和个人开发者，推广腾讯云的核心产品和解决方案，同时综合直销和渠道分销等形式，挖掘潜在商机、助力团队共同实现业务目标。 作为CSIG的技术产品商务培训生，你将有机会代表公司深度参与完整的客户业务合作全过程，完成深度的行业洞察、挖掘商机客群、制定和参与全方位的云与技术解决方案等。 此外，还将收获在一线的完整实践体验和个人的快速提升及成长。 岗位要求：1、计算机、信息技术、计算机交叉学科等相关专业背景优先，商科专业背景同时愿意快速学习技术产品知识的同学； 2、具备良好的综合素质，有优秀的沟通和团队协作能力、热爱挑战，能在复杂环境中探索解决路径； 3、愿意将“给客户提供优秀的技术产品，并达成商务目标”作为个人职业发展方向； 4、积极拥抱云、大数据、人工智能等技术产品领域的变化，具备快速学习能力及敏锐的市场洞察意识。,,,,,2026-03-19 15:56:30,未知截止时间,2026-03-19 15:56:30,official_tencent_api,应届实习,应届实习 应届实习 5,1153452731391100929,,official_update_proxy,unknown,
https://join.qq.com/post.html?query=p_1&postId=1153452731391100930,腾讯,项目管理,深圳总部 北京 上海 成都 杭州,1、参与项目的管理与统筹，帮助团队合理的理解、判断需求及方向，并进行内外资源的部署，推动项目和需求的落地，确保高效达成项目目标； 2、协助合理规划项目和相关团队及合作机制，把控项目进度，风险预警、资源配置，关注合作细节，推动解决问题，并协助项目的复盘和总结； 3、协助优化团队资源结构，进行需求、人力、成本的分析，负责制定和优化工作流程，运用工具将人工推进事务逐步标准化、流程化、高效化。 岗位要求：1、本科及以上学历，了解项目开发过程、敏捷项目管理理论； 2、乐观开朗、善于沟通、擅长协作、乐于用自己的能量感染他人； 3、拥有明确的职业规划，立足于项目管理岗位长期发展。,,,,,2026-03-19 15:56:30,未知截止时间,2026-03-19 15:56:30,official_tencent_api,应届实习,应届实习 应届实习 3,1153452731391100930,,official_update_proxy,unknown,
https://join.qq.com/post.html?query=p_1&postId=1153452731391100931,腾讯,行业运营,深圳总部 北京 上海 广州,1、扫描行业市场、关注行业前沿动态、分析行业产业结构、识别行业新机会点，洞察商业模式变化趋势和探索新的商业模式，通过对市场的深入分析，了解产品在行业中的定位与价值，促进业务发展； 2、 通过行业目标客户圈定和特点分析，发现和跟踪商机、深入分析客户需求和应用场景，提供解决方案和产品能力并推动实施，使产品具备较好的商业交付能力； 3、协调公司内外部资源达成目标，内部衔接销售、产品，外部衔接客户、服务商等，建立行业作战地图，并跟踪客户转化和渗透提升，不断提升客户价值，积累大客户标杆，驱动整体目标的达成； 4、协同业务团队战略规划，明确经营指标体系建设，周期性经营指标分析及报告数据输出，进行KPI达成情况和机会及风险的分析，建立业务风险预警机制。 岗位要求：1、 本科及以上学历，热爱互联网行业； 2、 具备优秀的分析问题、解决问题、信息整合、数据挖掘、逻辑组织和观点提炼能力；有一定方案撰写和excel建模能力； 3、 良好的沟通能力和团队合作精神。,,,,,2026-03-19 15:56:31,未知截止时间,2026-03-19 15:56:31,official_tencent_api,应届实习,应届实习 应届实习 3,1153452731391100931,,official_update_proxy,unknown,
https://join.qq.com/post.html?query=p_1&postId=1155545119882220544,腾讯,投资分析,北京,"1、Lead industry and economic research activities with a focus on the Internet field; 2、Participate and contribute in deal sourcing, evaluation, due diligence and deal execution process 3、Participate and contribute in post deal company research activities 4、Enhance and maintain the team's knowledge base 岗位要求：1、Strong interest, passion, and business sense for Internet, investment and Tencent 2、High level of integrity, dedication and motivation 3、Bachelor/Master degree from top schools; All majors are welcomed 4、Excellent problem solving skills; Solid critical thinking skills 5、Fluency in English and Chinese 6、Internship experience with top consulting firms and/or investment banks is a strong plus",,,,,2026-03-19 15:56:31,未知截止时间,2026-03-19 15:56:31,official_tencent_api,应届实习,应届实习 应届实习 5,1155545119882220544,,official_update_proxy,unknown,
